GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC01,HC01_MOE_VC01,HC02_EST_VC01,HC02_MOE_VC01,HC03_EST_VC01,HC03_MOE_VC01,HC04_EST_VC01,HC04_MOE_VC01,HC01_EST_VC02,HC01_MOE_VC02,HC02_EST_VC02,HC02_MOE_VC02,HC03_EST_VC02,HC03_MOE_VC02,HC04_EST_VC02,HC04_MOE_VC02,HC01_EST_VC03,HC01_MOE_VC03,HC02_EST_VC03,HC02_MOE_VC03,HC03_EST_VC03,HC03_MOE_VC03,HC04_EST_VC03,HC04_MOE_VC03,HC01_EST_VC04,HC01_MOE_VC04,HC02_EST_VC04,HC02_MOE_VC04,HC03_EST_VC04,HC03_MOE_VC04,HC04_EST_VC04,HC04_MOE_VC04,HC01_EST_VC05,HC01_MOE_VC05,HC02_EST_VC05,HC02_MOE_VC05,HC03_EST_VC05,HC03_MOE_VC05,HC04_EST_VC05,HC04_MOE_VC05,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC03_EST_VC06,HC03_MOE_VC06,HC04_EST_VC06,HC04_MOE_VC06,HC01_EST_VC07,HC01_MOE_VC07,HC02_EST_VC07,HC02_MOE_VC07,HC03_EST_VC07,HC03_MOE_VC07,HC04_EST_VC07,HC04_MOE_VC07,HC01_EST_VC08,HC01_MOE_VC08,HC02_EST_VC08,HC02_MOE_VC08,HC03_EST_VC08,HC03_MOE_VC08,HC04_EST_VC08,HC04_MOE_VC08,HC01_EST_VC09,HC01_MOE_VC09,HC02_EST_VC09,HC02_MOE_VC09,HC03_EST_VC09,HC03_MOE_VC09,HC04_EST_VC09,HC04_MOE_VC09,HC01_EST_VC10,HC01_MOE_VC10,HC02_EST_VC10,HC02_MOE_VC10,HC03_EST_VC10,HC03_MOE_VC10,HC04_EST_VC10,HC04_MOE_VC10,HC01_EST_VC11,HC01_MOE_VC11,HC02_EST_VC11,HC02_MOE_VC11,HC03_EST_VC11,HC03_MOE_VC11,HC04_EST_VC11,HC04_MOE_VC11,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC03_EST_VC13,HC03_MOE_VC13,HC04_EST_VC13,HC04_MOE_VC13,HC01_EST_VC15,HC01_MOE_VC15,HC02_EST_VC15,HC02_MOE_VC15,HC03_EST_VC15,HC03_MOE_VC15,HC04_EST_VC15,HC04_MOE_VC15,HC01_EST_VC18,HC01_MOE_VC18,HC02_EST_VC18,HC02_MOE_VC18,HC03_EST_VC18,HC03_MOE_VC18,HC04_EST_VC18,HC04_MOE_VC18,HC01_EST_VC19,HC01_MOE_VC19,HC02_EST_VC19,HC02_MOE_VC19,HC03_EST_VC19,HC03_MOE_VC19,HC04_EST_VC19,HC04_MOE_VC19,HC01_EST_VC20,HC01_MOE_VC20,HC02_EST_VC20,HC02_MOE_VC20,HC03_EST_VC20,HC03_MOE_VC20,HC04_EST_VC20,HC04_MOE_VC20
0600000US4201133600,4201133600,"Heidelberg township, Berks County, Pennsylvania",628,52,519,50,443,44,109,32,1.0,1.0,2.9,3.9,0.7,1.3,2.8,4.0,1.9,1.8,0.0,4.7,0.0,5.5,11.0,9.2,2.4,1.7,1.9,1.9,1.4,1.6,8.3,6.6,9.9,4.5,5.2,2.9,4.7,3.0,21.1,11.2,15.8,4.8,17.7,5.5,18.1,5.9,2.8,4.5,19.9,5.4,17.3,5.5,16.3,5.0,35.8,14.1,18.5,4.7,21.6,5.9,22.1,6.0,11.0,8.6,23.1,5.6,25.2,6.0,28.2,6.5,4.6,4.1,4.9,2.7,4.8,2.8,5.6,3.2,2.8,4.6,2.7,1.9,3.3,2.3,2.9,2.4,0.0,20.3,74219,8190,79750,5182,82656,6529,51875,26386,84447,8024,89396,8638,N,N,51400,9125,31.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),32.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),23.9,(X)
0600000US4201134016,4201134016,"Hereford township, Berks County, Pennsylvania",1072,110,858,70,743,90,214,95,2.8,2.6,2.3,2.7,2.7,3.1,4.7,7.8,3.0,2.3,2.2,2.4,1.6,2.5,6.1,6.3,9.7,6.6,2.0,2.6,0.0,3.3,42.5,23.1,6.3,4.2,5.6,4.4,6.5,5.0,8.9,10.5,14.3,6.7,16.7,8.0,17.0,9.2,5.6,8.6,24.4,10.0,28.1,11.3,29.5,12.2,15.4,13.0,11.5,5.0,14.2,6.6,13.7,6.9,3.7,4.4,14.1,4.9,14.7,5.6,15.9,6.4,0.0,11.0,4.5,3.7,4.0,4.1,1.3,1.6,6.5,7.8,9.5,5.7,10.3,7.4,11.8,8.5,6.5,7.2,66111,15231,68662,9571,68856,8764,22813,10327,90895,16631,97244,20390,N,N,59653,26632,35.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),39.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),14.5,(X)
0600000US4201137824,4201137824,"Jefferson township, Berks County, Pennsylvania",685,57,520,49,452,46,165,33,6.7,4.0,4.6,4.2,0.0,5.4,15.2,10.7,1.5,1.2,1.3,1.3,1.5,1.5,1.8,2.8,6.1,2.5,2.9,1.9,2.4,1.8,16.4,8.1,8.6,3.4,6.2,2.8,5.8,2.8,14.5,9.9,12.8,3.4,15.4,4.6,15.5,4.7,7.3,7.2,21.0,3.6,20.2,4.1,19.2,4.1,23.0,8.9,18.8,4.5,19.6,5.5,21.2,5.9,14.5,9.3,17.1,4.5,21.3,5.6,24.6,6.4,3.6,3.8,5.3,2.1,6.3,2.7,7.3,3.1,1.8,2.7,2.0,1.2,2.1,1.6,2.4,1.9,1.8,2.5,66583,5952,73929,9765,80833,8475,42188,16490,74605,5624,81680,6945,N,N,50596,10082,19.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),18.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),21.8,(X)
0600000US4201139256,4201139256,"Kenhorst borough, Berks County, Pennsylvania",1208,102,806,86,607,97,402,116,3.2,3.8,1.1,1.6,1.5,2.2,7.5,10.3,1.6,1.6,1.2,1.7,0.0,4.0,2.2,3.4,10.3,4.1,5.6,3.8,7.4,5.1,19.9,10.7,5.0,2.9,6.9,4.2,3.6,4.4,2.7,3.7,24.5,6.9,22.3,7.3,17.5,7.0,30.6,13.4,30.4,7.2,30.8,8.1,29.7,8.8,29.6,14.5,16.6,5.7,20.2,8.4,24.7,10.3,5.7,6.1,5.9,3.0,8.8,4.5,11.7,5.8,0.0,6.0,2.6,2.3,3.0,3.1,4.0,4.2,1.7,2.5,0.0,2.0,0.0,3.1,0.0,4.0,0.0,6.0,53362,7001,61484,7337,70030,8494,39907,13519,58809,4456,64944,5663,N,N,44697,7734,22.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),23.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),21.1,(X)
0600000US4201140656,4201140656,"Kutztown borough, Berks County, Pennsylvania",1891,172,1054,143,824,126,837,127,7.7,4.0,1.6,2.2,1.2,2.0,15.3,8.5,7.4,3.8,0.0,2.3,0.0,3.0,16.6,8.3,9.1,3.9,6.9,6.1,3.0,3.3,16.2,6.9,12.7,4.8,11.6,6.6,7.2,4.1,20.2,10.4,16.1,5.9,9.6,5.0,10.1,5.9,16.0,9.3,16.8,5.4,25.0,8.7,27.8,10.2,5.7,4.3,12.9,5.8,18.6,9.1,16.5,9.4,5.6,5.1,14.1,4.6,20.8,7.5,26.6,9.4,4.3,4.4,2.2,2.0,4.0,3.6,5.1,4.6,0.0,2.9,1.1,1.2,2.0,2.3,2.5,2.8,0.0,2.9,46288,6260,73056,8041,77969,14633,27708,6603,59144,4921,77153,7662,N,N,33510,6299,34.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),19.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),49.6,(X)
0600000US4201141768,4201141768,"Laureldale borough, Berks County, Pennsylvania",1607,88,1123,70,765,92,484,116,5.7,2.8,4.5,2.8,2.4,2.5,11.6,7.5,4.0,3.0,2.0,2.2,1.0,1.7,8.5,8.6,10.5,4.1,8.3,4.5,4.3,3.8,16.5,8.0,7.7,2.8,8.7,3.7,6.8,4.1,9.5,5.6,18.4,4.2,18.4,5.0,19.5,6.5,12.2,7.8,28.9,6.4,33.1,6.7,36.2,8.0,22.1,11.8,13.4,4.1,13.9,4.7,17.0,6.1,15.7,10.2,8.2,3.7,8.5,4.2,9.3,5.2,3.9,4.4,3.2,2.3,2.4,2.1,3.5,3.1,0.0,5.0,0.0,1.5,0.0,2.2,0.0,3.2,0.0,5.0,53996,4567,57821,7703,63047,7324,37159,12984,57220,4060,59411,4199,N,N,43242,7224,32.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),37.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),19.4,(X)
0600000US4201142352,4201142352,"Leesport borough, Berks County, Pennsylvania",769,57,576,59,438,46,193,46,1.7,2.0,0.3,0.7,0.5,1.0,5.7,7.4,3.0,2.2,0.7,1.0,0.9,1.3,9.8,8.0,5.2,2.8,4.5,3.5,0.7,0.9,13.5,7.1,7.9,3.0,9.0,3.8,5.7,3.5,5.7,4.9,10.7,3.7,8.3,3.6,7.8,4.0,18.7,11.4,23.8,5.3,22.2,5.7,19.4,6.5,28.0,12.8,20.4,5.6,22.7,6.4,26.0,7.0,5.7,4.7,21.8,5.1,25.9,6.1,30.8,7.7,9.8,11.1,5.5,2.4,6.3,3.3,8.2,4.4,3.1,3.6,0.0,3.2,0.0,4.2,0.0,5.5,0.0,12.1,68958,9231,78654,7396,90882,5434,45469,13211,75498,5098,81785,5797,N,N,52204,10918,30.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),30.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),27.5,(X)
0600000US4201142688,4201142688,"Lenhartsville borough, Berks County, Pennsylvania",69,22,45,16,23,10,24,17,0.0,29.5,0.0,38.8,0.0,54.2,0.0,53.1,7.2,9.4,8.9,13.9,0.0,54.2,4.2,9.9,20.3,18.1,22.2,23.6,4.3,10.8,25.0,28.7,15.9,14.4,4.4,9.2,8.7,18.0,29.2,32.5,20.3,13.4,22.2,18.7,26.1,25.7,16.7,24.8,17.4,14.9,15.6,15.9,26.1,30.2,20.8,28.6,14.5,12.8,20.0,18.9,21.7,19.8,4.2,14.0,2.9,4.9,4.4,7.2,8.7,14.0,0.0,53.1,1.4,3.8,2.2,6.0,4.3,11.8,0.0,53.1,0.0,29.5,0.0,38.8,0.0,54.2,0.0,53.1,38958,12583,48250,20951,53125,14055,31786,17643,49571,13041,53587,17803,N,N,40733,13539,29.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),15.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),54.2,(X)
0600000US4201144584,4201144584,"Longswamp township, Berks County, Pennsylvania",2261,148,1637,124,1258,145,624,164,1.9,1.4,0.9,1.3,1.1,1.7,4.6,4.1,6.0,3.8,1.8,2.0,1.1,1.9,17.1,12.4,11.2,5.1,6.6,5.8,4.0,4.8,30.6,12.2,10.0,4.3,8.0,3.9,6.6,3.9,15.4,12.2,13.1,5.1,14.8,6.2,14.2,6.6,7.1,6.7,24.5,6.5,25.4,7.7,18.6,6.8,22.9,12.9,16.3,5.6,20.1,7.4,26.2,9.7,0.0,3.9,12.4,4.1,16.3,5.2,21.2,6.5,2.2,3.6,2.3,1.9,3.2,2.7,3.1,2.8,0.0,3.9,2.2,1.9,3.0,2.6,3.9,3.3,0.0,3.9,55565,7440,63032,8540,78500,9030,22500,9788,65266,6307,75749,7542,N,N,33624,6874,27.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),25.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),31.9,(X)
0600000US4201144840,4201144840,"Lower Alsace township, Berks County, Pennsylvania",1774,113,1155,81,779,104,619,129,7.8,3.7,8.9,5.5,4.1,4.6,15.8,8.7,2.6,2.4,1.6,1.9,0.0,3.2,7.6,6.6,8.2,3.6,4.8,2.6,1.7,1.8,12.3,7.0,11.1,3.5,7.9,3.5,10.7,4.8,17.1,7.8,18.6,4.3,15.8,5.5,15.1,6.4,19.5,8.2,21.1,4.9,18.2,5.2,18.1,5.8,20.2,7.7,15.1,3.5,25.5,6.1,28.0,7.3,2.6,2.8,8.0,3.7,6.1,3.3,9.0,5.0,4.8,4.1,5.0,2.9,7.6,4.3,7.8,4.6,0.0,4.0,2.4,2.4,3.7,3.7,5.5,5.4,0.0,4.0,50763,2837,57798,10336,75446,21478,32313,7069,63603,6898,72608,9159,N,N,37700,5794,29.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),29.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),20.2,(X)
0600000US4201144928,4201144928,"Lower Heidelberg township, Berks County, Pennsylvania",1987,172,1471,128,1123,179,516,131,3.7,3.6,3.1,4.5,0.0,2.2,5.4,5.9,0.8,1.2,0.0,1.7,0.0,2.2,3.1,4.6,8.6,3.9,2.5,2.4,2.0,2.4,28.7,12.7,9.7,4.4,4.9,4.2,4.3,5.0,20.7,10.8,9.0,3.7,5.4,3.8,6.1,4.8,19.2,10.5,14.0,5.0,18.6,6.7,15.9,7.0,3.5,4.7,16.8,5.3,19.0,6.5,19.6,7.5,10.5,8.9,17.2,5.4,21.8,7.1,22.0,6.7,4.3,5.0,9.2,3.6,10.8,4.6,14.2,6.1,2.3,3.6,11.0,3.8,14.1,4.7,15.9,5.3,2.3,3.6,79632,10870,98207,8333,109083,22749,28629,8199,111284,15959,133980,18749,N,N,44259,10551,19.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),20.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),13.6,(X)
0600000US4201145752,4201145752,"Lyons borough, Berks County, Pennsylvania",202,46,111,33,87,30,91,36,3.0,4.9,0.0,20.0,0.0,24.6,6.6,10.8,0.0,11.6,0.0,20.0,0.0,24.6,0.0,23.7,10.9,6.9,4.5,5.4,0.0,24.6,18.7,14.3,19.8,10.5,18.9,13.4,17.2,14.2,20.9,17.5,21.8,10.5,22.5,15.3,20.7,15.5,20.9,16.2,23.8,10.6,28.8,16.6,29.9,18.3,17.6,15.6,9.4,7.2,10.8,10.2,13.8,13.0,7.7,9.9,6.4,6.1,11.7,10.6,14.9,13.2,0.0,23.7,0.0,11.6,0.0,20.0,0.0,24.6,0.0,23.7,5.0,6.0,2.7,4.4,3.4,5.9,7.7,11.9,46833,12794,58281,21248,65208,19754,39688,17767,59926,10127,64602,11837,N,N,54224,22752,44.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),48.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),39.6,(X)
0600000US4201146680,4201146680,"Maidencreek township, Berks County, Pennsylvania",3364,153,2691,129,2246,181,673,148,2.4,2.0,2.4,2.4,0.5,0.8,4.3,4.7,1.6,1.9,0.0,0.9,0.0,1.1,7.9,9.0,4.8,2.6,3.2,2.7,1.4,1.5,11.1,7.5,9.8,3.3,9.1,3.8,7.5,3.6,15.6,7.8,9.2,3.1,11.5,4.6,6.9,3.4,16.3,7.4,23.2,6.4,24.7,7.7,28.6,8.5,16.6,12.0,20.1,4.2,18.3,4.6,20.1,5.5,12.6,7.7,20.2,4.2,21.0,5.8,23.3,6.5,11.0,7.3,5.4,3.2,6.2,3.9,7.5,4.7,2.2,3.6,3.2,1.6,3.4,1.9,4.1,2.3,2.2,3.3,73317,7560,73301,10363,79771,7263,44572,14389,82061,6210,84467,6803,N,N,60036,15200,33.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),30.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),39.8,(X)
0600000US4201147440,4201147440,"Marion township, Berks County, Pennsylvania",711,70,548,75,467,71,163,42,7.7,4.2,4.6,4.4,0.0,5.2,24.5,12.9,2.8,2.3,2.2,2.6,2.6,3.1,4.9,4.7,4.9,2.5,1.6,1.4,1.3,1.3,16.0,8.5,10.5,3.5,6.4,2.8,6.9,3.1,18.4,8.6,8.9,3.8,7.1,3.4,7.7,4.1,16.6,11.4,23.3,7.7,29.2,9.2,30.8,10.4,5.5,5.0,20.0,4.9,25.0,6.6,24.0,6.7,6.1,5.5,15.6,4.2,15.9,4.7,17.3,5.1,8.0,5.5,1.4,1.1,1.8,1.5,2.1,1.7,0.0,14.2,4.8,2.6,6.2,3.3,7.3,3.9,0.0,14.2,65550,7623,72500,9682,76458,12478,27083,7917,76264,8571,87461,10476,N,N,34383,7600,27.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),29.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),21.5,(X)
0600000US4201148128,4201148128,"Maxatawny township, Berks County, Pennsylvania",1378,253,988,195,893,187,390,136,5.6,4.3,3.5,4.0,1.2,2.1,16.9,13.6,5.7,3.6,1.5,1.6,1.7,1.7,16.4,12.9,9.5,5.3,4.6,3.9,2.7,2.5,22.1,15.8,6.2,3.4,3.4,2.6,3.8,2.8,13.1,10.0,7.8,4.4,7.2,4.1,4.9,3.1,14.4,13.3,18.2,6.0,20.5,6.5,21.1,6.9,7.9,6.0,16.1,5.9,19.0,7.7,20.2,8.1,3.6,4.2,22.1,5.4,27.9,7.0,30.9,7.7,5.6,5.0,3.7,2.1,5.2,2.9,5.7,3.3,0.0,6.2,5.1,3.4,7.1,4.7,7.8,5.1,0.0,6.2,72772,12470,86852,8080,89890,11221,20469,13685,79757,10562,96334,12757,N,N,31189,7666,41.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),36.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),47.4,(X)
0600000US4201150272,4201150272,"Mohnton borough, Berks County, Pennsylvania",1319,67,843,66,633,62,476,93,3.2,2.4,2.7,2.5,0.0,3.9,4.0,4.7,5.2,3.3,1.3,2.0,0.0,3.9,12.0,8.3,11.1,5.3,6.0,4.4,1.6,2.7,23.1,12.0,10.2,4.4,7.0,5.2,1.4,2.2,14.3,7.5,18.6,5.8,17.4,8.7,17.9,9.4,21.8,9.0,17.4,4.9,19.1,6.3,23.7,8.2,13.0,10.5,9.6,3.9,9.7,4.5,11.4,6.1,8.0,6.3,12.7,4.2,17.8,6.6,22.3,8.3,3.8,4.5,4.9,3.1,7.6,5.0,7.9,5.7,0.0,5.1,7.2,3.4,11.3,5.5,13.9,6.8,0.0,5.1,51895,7030,66653,17787,93098,19614,33095,7587,78483,9011,99757,14830,N,N,39305,6342,18.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),16.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),21.4,(X)
0600000US4201151760,4201151760,"Mount Penn borough, Berks County, Pennsylvania",1261,77,798,63,539,69,463,88,5.6,3.9,3.6,4.0,0.0,4.5,11.4,8.4,8.6,4.8,5.5,5.6,0.0,4.5,14.0,9.2,8.4,5.1,6.5,6.1,4.3,5.4,11.7,8.3,14.8,5.1,15.3,7.1,8.3,5.2,14.0,7.4,18.1,5.8,11.5,6.8,13.0,7.9,26.8,11.2,16.4,5.9,22.2,8.3,27.5,10.8,6.5,5.5,12.9,6.7,14.7,10.4,16.3,12.7,9.9,7.3,12.8,5.6,17.4,7.7,25.8,11.0,4.8,5.5,2.4,2.0,3.3,2.7,4.8,3.9,0.9,2.1,0.0,2.0,0.0,3.1,0.0,4.5,0.0,5.3,44571,8582,59796,10703,69572,28789,34018,14306,55976,6020,65619,8721,N,N,38405,7955,31.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),33.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),28.9,(X)
0600000US4201152200,4201152200,"Muhlenberg township, Berks County, Pennsylvania",7731,235,5360,218,4009,220,2371,245,3.8,1.2,2.8,1.4,0.6,0.6,6.6,2.9,2.3,1.0,1.5,1.3,0.4,0.6,4.0,2.1,8.5,1.6,4.5,1.6,4.2,1.9,18.8,4.5,7.5,2.0,5.9,2.2,4.9,2.2,12.4,3.8,16.7,3.0,14.0,3.5,11.6,3.4,26.1,6.8,27.3,3.3,28.0,4.1,26.9,4.6,22.5,5.6,12.2,2.2,13.6,2.8,17.0,3.7,6.6,3.0,15.8,2.8,21.8,3.8,25.2,4.4,1.1,1.3,3.2,1.4,4.2,2.0,5.6,2.7,0.8,0.9,2.8,1.2,3.5,1.5,3.5,1.6,1.2,1.4,61323,2800,70337,3628,77135,6228,39576,4293,70652,3400,80046,4366,N,N,45261,4311,27.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),27.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),26.9,(X)
0600000US4201153916,4201153916,"New Morgan borough, Berks County, Pennsylvania",6,4,3,4,3,4,3,3,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,33.3,53.6,0.0,100.0,0.0,100.0,66.7,66.7,16.7,60.3,0.0,100.0,0.0,100.0,33.3,66.7,33.3,44.6,66.7,66.7,66.7,66.7,0.0,100.0,16.7,40.6,33.3,66.7,33.3,66.7,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,71250,47804,-,**,-,**,-,**,72450,21464,N,N,N,N,N,N,0.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),0.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),0.0,(X)
0600000US4201155088,4201155088,"North Heidelberg township, Berks County, Pennsylvania",439,44,326,41,283,37,113,35,2.5,2.1,1.8,1.9,2.1,2.2,4.4,5.4,4.8,4.2,0.9,1.5,1.1,1.7,15.9,14.0,5.0,2.2,0.9,1.2,1.1,1.4,16.8,8.8,11.8,4.5,6.4,3.8,5.3,3.4,27.4,12.5,12.5,5.4,10.4,5.1,9.9,5.2,18.6,14.5,16.4,5.1,19.3,6.2,15.5,4.9,8.0,6.3,16.4,6.2,23.3,8.2,23.7,8.6,4.4,5.5,19.1,6.4,21.5,7.0,23.7,7.5,4.4,5.2,8.4,3.3,11.3,4.5,13.1,4.9,0.0,19.7,3.0,2.0,4.0,2.8,4.6,3.2,0.0,19.7,66641,13216,80972,5409,84583,16939,26813,3387,84806,12124,100886,14116,N,N,35827,7913,38.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),35.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),46.0,(X)
0600000US4201156672,4201156672,"Oley township, Berks County, Pennsylvania",1424,113,1045,89,842,123,379,124,1.0,1.5,1.3,2.1,1.7,2.5,0.0,6.4,1.2,1.8,0.0,2.4,0.0,2.9,4.5,6.7,9.3,5.2,8.9,8.2,5.3,5.3,23.0,15.2,5.7,3.9,5.6,4.0,5.3,4.0,6.1,9.6,21.1,7.6,16.1,7.5,14.0,8.1,34.8,20.7,22.0,8.8,21.2,9.4,18.1,7.3,16.6,13.8,14.3,7.3,14.1,6.9,14.8,7.4,15.0,20.9,17.9,7.3,22.5,9.4,27.9,10.7,0.0,6.4,5.4,4.0,7.4,5.3,9.1,6.4,0.0,6.4,2.2,2.6,3.0,3.5,3.7,4.4,0.0,6.4,62800,8016,69769,15104,79308,18592,42802,8665,74356,7844,82776,10544,N,N,43762,10269,29.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),24.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),42.7,(X)
0600000US4201156856,4201156856,"Ontelaunee township, Berks County, Pennsylvania",680,86,521,81,451,81,159,44,1.6,2.9,3.3,3.9,0.0,5.4,0.0,14.5,3.4,1.9,4.0,3.9,2.0,1.8,8.8,5.4,10.1,4.4,2.7,2.9,1.3,1.6,23.3,11.2,12.4,6.3,12.5,7.9,13.7,8.8,11.9,9.2,14.4,4.4,15.7,5.5,14.2,6.3,17.6,11.6,20.0,4.9,18.8,5.8,21.1,6.5,20.1,8.7,13.4,4.7,13.1,5.6,13.5,5.7,12.6,9.6,16.8,5.6,19.6,6.6,22.2,7.3,5.7,5.5,7.2,3.6,9.4,4.8,10.9,5.7,0.0,14.5,0.7,0.8,1.0,1.0,1.1,1.2,0.0,14.5,59250,7575,65313,10915,72981,14394,36979,14305,70028,6657,75952,8176,N,N,46528,7068,24.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),22.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),32.7,(X)
0600000US4201158784,4201158784,"Penn township, Berks County, Pennsylvania",753,45,597,36,518,35,156,37,2.3,1.3,1.5,1.2,1.2,1.1,5.1,4.7,2.1,1.2,0.5,0.7,0.6,0.8,8.3,5.5,6.9,2.5,4.4,2.0,2.7,1.8,19.2,8.6,9.8,2.7,6.7,2.5,3.7,2.2,19.2,8.6,12.0,3.8,11.4,4.1,10.8,4.5,15.4,8.0,19.9,4.5,19.3,4.6,20.1,4.8,24.4,10.7,19.0,4.6,23.8,6.1,25.7,6.9,3.8,4.8,20.1,4.3,23.3,5.4,25.3,6.0,4.5,4.0,6.8,2.7,7.7,3.2,8.3,3.5,0.0,14.8,1.2,1.0,1.5,1.3,1.7,1.5,0.0,14.8,71985,5201,81736,5509,84167,5164,33125,12282,79037,5172,86999,6476,N,N,41221,5816,26.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),26.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),23.7,(X)
0600000US4201159448,4201159448,"Perry township, Berks County, Pennsylvania",1004,82,762,63,602,66,242,64,3.2,2.7,0.9,1.5,1.2,1.8,10.3,9.9,2.8,1.7,1.2,1.2,0.0,4.1,7.9,6.1,6.1,3.0,4.6,2.8,3.2,2.8,17.4,10.9,11.4,3.8,9.8,3.3,8.5,3.6,16.1,11.3,12.5,4.0,13.0,3.9,11.5,4.5,9.9,11.2,23.4,4.5,25.3,5.7,24.3,5.9,19.4,10.3,13.9,4.2,16.5,5.4,18.9,6.6,3.7,4.1,20.2,4.5,19.9,5.3,24.1,6.2,15.3,13.5,4.6,2.4,6.0,3.1,6.8,3.7,0.0,9.8,2.0,1.7,2.6,2.2,1.7,1.6,0.0,9.8,62391,4944,66518,11441,77250,7898,34412,14481,72891,4736,79444,5988,N,N,46886,11892,35.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),40.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),17.8,(X)
0600000US4201160176,4201160176,"Pike township, Berks County, Pennsylvania",630,59,494,56,393,47,136,40,3.7,3.1,1.2,1.4,1.5,1.8,12.5,11.8,1.1,1.1,0.8,1.1,0.0,6.2,2.2,3.0,5.4,2.1,6.5,2.8,4.8,2.5,4.4,4.8,5.6,2.1,4.0,2.0,4.3,2.4,13.2,7.3,9.8,3.8,18.2,9.5,10.7,5.3,4.4,4.5,21.4,4.8,16.2,4.8,15.5,4.4,38.2,13.3,23.2,7.3,20.2,5.2,22.9,5.7,8.1,6.4,20.0,4.6,21.1,5.5,25.4,5.7,14.0,9.2,6.8,2.7,8.7,3.4,10.9,4.3,0.0,16.7,3.0,2.0,3.0,2.1,3.8,2.6,2.9,4.6,77159,5097,77083,5951,87583,8065,53333,2406,82287,5081,84821,6527,N,N,60413,12286,34.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),31.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),44.9,(X)
